id,name,position,year,Adjusted Estimate,Std. Error,z value,Pr(>|z|),Year,School Name,Image Token,School Token,Rating
529,Katherine Simcoe,Skipper,26,-0.1220343636493597,0.173588927804789,-19.0520807152237,6.3141859051307e-81,2026,University of Michigan,MICH-40.png,michigan,-764.8355107130864
530,Bryce Lesinski,Skipper,27,-0.0397659069855498,0.230516526247613,-13.9901544572038,1.790227112401e-44,2027,Indiana University,IU-40.png,indiana,-771.0813927139386
531,Tyler Meadows,Skipper,25,0.0333727806081602,0.282742697981259,-11.1473192483909,7.3796221967746e-29,2025,Northeastern University,NU-40.png,northeastern,-781.4825327274566
532,Esme Gonzalez,Skipper,28,0.1534507495313102,0.368212170729304,-8.23369076752797,1.81531926729144e-16,2028,University of Pennsylvania,UPN-40.png,pennsylvania,-797.7350131252917
533,Johnny Perkins,Skipper,25,-0.0113007701620797,0.264749751769377,-12.0736531345388,1.4552750670564e-33,2025,Wake Forest University,WFU-40.png,wake-forest,-816.8507956322903
534,Wyatt Tait,Skipper,27,-0.065692546538,0.233015058502392,-13.95140926766,3.084497221446852e-44,2027,Washington University,WUN-40.png,washington,-830.4302685831759
535,Jessica Baugh,Skipper,27,0.8432791777084501,0.841684569778291,-2.78241612896035,0.005395580913815,2027,University of North Carolina,UNC-40.png,north-carolina,-838.4953539179728
536,Nok In Chan,Skipper,25,-0.0836142925432197,0.225116718399461,-14.5205128074915,8.98356536461755e-48,2025,Purdue University,PUR-40.png,purdue,-842.5787402848225
537,Sage Andrews,Skipper,28,-0.07090384109385,0.253356633995766,-12.8518432294332,8.39849381596728e-38,2028,Boston University,BU-40.png,boston-university,-901.8775841749981
538,"Francis ""Mac"" Humphrey",Skipper,26,-0.1580388337337299,0.197514843532035,-16.9264986575458,2.86949327627341e-64,2026,University of North Carolina,UNC-40.png,north-carolina,-908.6221980635648
539,Sean Lund,Skipper,26,-0.1555079850903098,0.204832465032036,-16.3094453055791,8.455710406278544e-60,2026,University of New Hampshire,UNH-40.png,new-hampshire,-925.5133652767277
540,Florence Duff,Skipper,25,-0.1668578308266997,0.202154410052363,-16.5816502846268,9.459505736001829e-62,2025,Cal Poly University S.L.O.,SLO-40.png,cal-poly,-940.1788918104884
541,William Bourell,Skipper,28,0.2347374675473803,0.478229175180908,-6.16954921558919,6.84849576924475e-10,2028,Harvard University,HAR-40.png,harvard,-965.2125904479633
542,Beatriz Newland,Skipper,27,0.2275431495300202,0.477875779285725,-6.18916647135237,6.0483182208443e-10,2027,University of South Florida,USF-40.png,south-florida,-978.5410387971347
543,William Styslinger,Skipper,28,0.1181376523822903,0.409864568575761,-7.48310169486484,7.25886666454001e-14,2028,University of Wisconsin,WIS-40.png,wisconsin,-993.3184009627023
544,Andrew White,Skipper,25,-0.2128380474978599,0.194672529325365,-17.4551281551143,3.14670672349124e-68,2025,Fairfield University,FAR-40.png,fairfield,-1009.6936829718147
545,Sean Morrison,Skipper,27,-0.2536291423721599,0.168163627905501,-20.4492795817964,6.09689552317337e-93,2027,Salve Regina University,SR-40.png,salve-regina,-1011.7491684608228
546,Tyler Winowiecki,Skipper,27,-0.2735155567704597,0.15854399431358,-21.8154681412037,1.65468183196805e-105,2027,Salve Regina University,SR-40.png,salve-regina,-1022.6630964816593
547,Phineas Tait,Skipper,25,-0.0049005608107997,0.339759089011514,-9.38928954115282,6.04063263909528e-21,2025,University of Wisconsin,WIS-40.png,wisconsin,-1029.0783886561414
548,Mason Mattice,Skipper,28,0.2894201441294601,0.538380031575364,-5.37868343213581,7.50325091391086e-08,2028,Jacksonville University,JAX-40.png,jacksonville,-1036.2998064671715
549,Matthew Diaz,Skipper,29,0.2599526750741301,0.521704637407967,-5.60708687508749,2.05760395058708e-08,2029,Maine Maritime Academy,MMA-40.png,maine-maritime,-1045.2085620756407
550,Jett Lindelof,Skipper,27,0.4451815159996299,0.657878467673606,-4.16492485891238,3.11455126003097e-05,2027,Bates College,BAT-40.png,bates,-1083.2723710215582
551,Juan Carrau Carrero,Skipper,25,0.1040507728666302,0.435988995220573,-7.06702499619559,1.58290448430198e-12,2025,McGill University,MCG-40.png,mcgill,-1099.8654399284587
552,Luke Barker,Skipper,28,-0.2495501620973996,0.201263285388978,-17.0659345822352,2.66096602927896e-65,2028,SUNY Maritime College,NYM-40.png,ny-maritime,-1102.8901803617332
553,Advik Eswaran,Skipper,27,-0.19780270193483,0.236646019787766,-14.2956074440866,2.33063264257621e-46,2027,Princeton University,PRN-40.png,princeton,-1105.543463232958
554,Pierre Offredi,Skipper,26,-0.12506578780645,0.292939316707147,-11.3001618395675,1.30976399048367e-29,2026,McGill University,MCG-40.png,mcgill,-1128.949525734341
555,Eva DeCastro,Skipper,28,-0.1661155915795698,0.267118717504445,-12.546149977979,4.17311762573238e-36,2028,Columbia University,COL-40.png,columbia,-1133.5873356724746
556,Maxwell Penders,Skipper,25,-0.3239960813342897,0.162237570406432,-21.6299589096397,9.38667988685486e-104,2025,University of Virginia,UVA-40.png,virginia,-1134.7048738878752
557,ZIYUE ZHOU,Skipper,27,0.1209798396894701,0.462642745622634,-6.62328781648412,3.5129605799752e-11,2027,McGill University,MCG-40.png,mcgill,-1145.968557488962
558,Fergus Munro,Skipper,26,-0.01742394961353,0.376511021677641,-8.50604541535081,1.79966491073076e-17,2026,University of Minnesota,UMN-40.png,minnesota,-1164.380964259983
559,Ryan Begin,Skipper,27,-0.0836401465578897,0.33338730944623,-9.80492044566479,1.07231466998808e-22,2027,University of Vermont,UVM-40.png,vermont,-1167.4422214544695
560,William Roberts,Skipper,26,-0.30784390625585,0.185470097553608,-18.8334392038741,4.0179876942614696e-79,2026,Princeton University,PRN-40.png,princeton,-1172.098105172524
561,Joseph Qualtier,Skipper,27,-0.2310909290276397,0.239615274982522,-14.2573833384931,4.03294865568236e-46,2027,University of Oregon,OR-40.png,oregon,-1181.0276830028454
562,Harrison Nash,Skipper,27,-0.2552757636279796,0.225469204471545,-15.2591644249084,1.43068614319286e-52,2027,Bates College,BAT-40.png,bates,-1186.9591406705943
563,"Gabriel ""Gabe"" Morreale",Skipper,28,-0.2283774871502499,0.248367060418852,-13.7440664698053,5.52815074297529e-43,2028,University of Michigan,MICH-40.png,michigan,-1201.856155557056
564,Milo Fleming,Skipper,28,0.3385885696656201,0.626917157376719,-4.54064352362341,5.60827858525831e-06,2028,Rollins College,ROL-40.png,rollins,-1203.574332798917
565,Nicole Ostapowicz,Skipper,28,-0.2131191593277299,0.261960192144898,-12.9726392077337,1.74902651203492e-38,2028,SUNY Maritime College,NYM-40.png,ny-maritime,-1212.1188950901537
566,Essie Clifton,Skipper,25,0.0492073177162302,0.437135666692657,-7.17394809297327,7.286524692638289e-13,2025,Tulane University,TUL-40.png,tulane,-1212.9923646455106
567,Brian Zettlemoyer,Skipper,27,-0.2764845409560399,0.224473752788685,-15.4213149560136,1.17683525410831e-53,2027,Marquette University,MRQ-40.png,marquette,-1226.3903402781348
568,Luke Adams,Skipper,28,0.0513167914480603,0.449356403870265,-6.97415032191985,3.07724915379704e-12,2028,Clemson University,CLE-40.png,clemson,-1245.4356287146745
569,Nolan Wiggins,Skipper,27,-0.0674265496439097,0.381925407961435,-8.51638142422031,1.64616038000337e-17,2027,University of Rhode Island,URI-40.png,rhode-island,-1280.6293231721243
570,Alden Gort,Skipper,26,-0.17927957800394,0.308374134746642,-10.9103686044382,1.02838514445433e-27,2026,University of Michigan,MICH-40.png,michigan,-1283.681560247806
571,Ella Lansford,Skipper,27,-0.25792526686923,0.257581923146378,-13.3670916226105,9.41507380085091e-41,2027,Jacksonville University,JAX-40.png,jacksonville,-1288.596303177594
572,Samuel Groom,Skipper,24,-0.4087107520173498,0.181670129750065,-19.7825952847523,4.20482208981173e-87,2024,Cal Poly University S.L.O.,SLO-40.png,cal-poly,-1362.4318932848946
573,Michael Stewart,Skipper,25,-0.2943678342688001,0.258091573258892,-13.4818959429375,1.99903105064282e-41,2025,Hamilton College,HMT-40.png,hamilton,-1363.010388314276
574,Jordynn Johnson,Skipper,27,-0.33845802401297,0.231336298935423,-15.2317381249072,2.17725366416807e-52,2027,University of Vermont,UVM-40.png,vermont,-1370.924944832209
575,Carly Mraz,Skipper,25,-0.44728827741136,0.160444295143609,-22.6401579084918,1.74417622096465e-113,2025,Princeton University,PRN-40.png,princeton,-1375.909440253547
576,Caroline Grin,Skipper,25,-0.1798705661783697,0.34004414800586,-9.8959693500651,4.3339121434963104e-23,2025,University of Michigan,MICH-40.png,michigan,-1379.8735763743193
577,Garrett Floerchinger,Skipper,26,-0.1616367738528397,0.353074606563121,-9.47910898092617,2.56463557725007e-21,2026,University of South Florida,USF-40.png,south-florida,-1382.4973673950424
578,Ryan Ingram,Skipper,25,-0.2749510120789198,0.281712358322568,-12.2825527883785,1.12394894470109e-34,2025,Texas A&M University,TAMU-40.png,texas-am,-1395.0390991255435
579,Luke Manternach,Skipper,26,-0.2623201648510398,0.291163020950431,-11.8405010833934,2.41008701981097e-32,2026,Virginia Tech,VT-40.png,virginia-tech,-1398.1293925533728
580,Benjamin Wilkinson,Skipper,26,-0.3333195219856599,0.247370161634013,-14.2236856656461,6.53200667777359e-46,2026,Northeastern University,NU-40.png,northeastern,-1408.749528873359
581,John Cole McGee,Skipper,26,-0.2440870474092,0.307565654126111,-11.1497590890292,7.18004984203261e-29,2026,University of North Carolina,UNC-40.png,north-carolina,-1410.871057196733
582,Josh Sultanik,Skipper,26,-0.3076268008234097,0.266206529300166,-13.1207251383441,2.50526221373002e-39,2026,Boston University,BU-40.png,boston-university,-1413.8731895473175
583,Andrew Lam,Skipper,26,-0.3702956018344898,0.22642427108741,-15.7027843566229,1.4474700507369199e-55,2026,Embry-Riddle University,EMB-40.png,embry-riddle,-1419.8640169312096
584,Timothy Cronin,Skipper,27,-0.3483727614166199,0.241938065491271,-14.6052612861813,2.59983620771404e-48,2027,Fairfield University,FAR-40.png,fairfield,-1422.5597193070528
585,John O'Connell,Skipper,28,-0.3170671528326401,0.273707317435515,-12.795650060815,1.73395421485413e-37,2028,Bentley University,BENT-40.png,bentley,-1455.256257971825
586,Mason Chapman,Skipper,26,-0.4061687203091297,0.214515644205708,-16.7417375723975,6.50609653952483e-63,2026,University of Virginia,UVA-40.png,virginia,-1455.8843732353835
587,Adrien Blanc,Skipper,27,-0.3469422132418098,0.263202442736635,-13.4198530859866,4.62629437875567e-41,2027,Northeastern University,NU-40.png,northeastern,-1483.4917546935246
588,Anthony Farrar,Skipper,26,-0.3025534664577898,0.294463158355364,-11.8444337352564,2.29966405206511e-32,2026,Penn State Behrend,PSB-40.png,penn-state-behrend,-1488.4964079816716
589,Henry Myrick,Skipper,26,-0.12250997684573,0.416372836809986,-7.94409621517131,1.9561172137469604e-15,2026,University of Virginia,UVA-40.png,virginia,-1494.1384641214179
590,Patience Gifford,Skipper,27,0.0125114206268901,0.510018279350306,-6.22072699741527,4.94856553567383e-10,2027,Brown University,BR-40.png,brown,-1505.0319967971377
591,Nicholas Thibodeau,Skipper,26,0.47151119447147,0.817732851256353,-3.31854676196007,0.0009048717024634,2026,Boston University,BU-40.png,boston-university,-1510.176164826119
592,Ryan Petrush,Skipper,27,-0.20018298004703,0.374528758483417,-9.03903586446097,1.5805969796072202e-19,2027,University of Vermont,UVM-40.png,vermont,-1523.952235544311
593,Faith Burton,Skipper,26,0.2018711951889602,0.644024341209243,-4.63231669064877,3.61596458733672e-06,2026,Western Washington University,WWU-40.png,western-washington,-1528.3306332498087
594,Christina Chen,Skipper,27,-0.1274461889340297,0.429306061905852,-7.71627140409939,1.19782110865275e-14,2027,Harvard University,HAR-40.png,harvard,-1542.8105635856155
595,Henry Poynter,Skipper,26,-0.4142696713613598,0.240654642751929,-14.9569753999235,1.4025721517171e-50,2026,University of New Hampshire,UNH-40.png,new-hampshire,-1550.5032709785064
596,Griffin Stolp,Skipper,27,-0.4826553166990499,0.195671713729762,-18.7449230496405,2.12979743087465e-78,2027,Maine Maritime Academy,MMA-40.png,maine-maritime,-1552.3257745873857
597,Eli Erling,Skipper,26,-0.3303429880105497,0.305352002477878,-11.5130697019806,1.13369765675436e-30,2026,Marquette University,MRQ-40.png,marquette,-1576.7419834547334
598,Abigail Paul,Skipper,25,-0.25829195156791,0.35483384909281,-9.70450778731614,2.88465230286595e-22,2025,University of Michigan,MICH-40.png,michigan,-1581.08545041425
599,Andrew Blagden,Skipper,28,-0.3047212365682199,0.328353335900169,-10.6285417419542,2.1951796920384287e-26,2028,Bentley University,BENT-40.png,bentley,-1594.502480836947
600,Mason Howell,Skipper,28,-0.4032350260344897,0.268515584631042,-13.3639577424225,9.82008594215089e-41,2028,Embry-Riddle University,EMB-40.png,embry-riddle,-1612.0168059621055
601,Caroline Hurley,Skipper,25,-0.4582316024852,0.232053004306621,-15.7008417690107,1.4924844105378099e-55,2025,Western Washington University,WWU-40.png,western-washington,-1612.622217890263
602,Kayla Maguire,Skipper,26,-0.4851298686902701,0.215656007159988,-17.0193532616228,5.90189098211777e-65,2025,Rochester Institute of Technology,RIT-40.png,rochester,-1617.2277588605043
603,Kayla Maguire,Skipper,26,-0.4851298686902701,0.215656007159988,-17.0193532616228,5.90189098211777e-65,2025,Rochester Institute of Technology,RIT-40.png,rochester,-1617.2277588605043
604,Penelope Whiteside,Skipper,28,0.3567409135289701,0.783453559122617,-3.61023950136267,0.0003059144028063,2028,University of Wisconsin,WIS-40.png,wisconsin,-1636.878850309911
605,Alexander Yuen,Skipper,25,-0.4045371004770999,0.27853014941873,-12.8881308114228,5.25008979979269e-38,2025,Columbia University,COL-40.png,columbia,-1644.6646492103898
606,Michael Cunniff,Skipper,26,-0.4571416927915099,0.244743546488488,-14.8822620461596,4.29721128346044e-50,2026,Fairfield University,FAR-40.png,fairfield,-1648.5140250484837
607,Charlotte Stillman,Skipper,27,-0.3353149786062199,0.329055662077598,-10.698830880268,1.03070419636248e-26,2027,William and Mary,WM-40.png,william-and-mary,-1657.7969434452339
608,Kieran Banyard,Skipper,28,-0.1100611755925697,0.481723399859877,-6.84055845472257,7.88850498949673e-12,2028,Western Washington University,WWU-40.png,western-washington,-1665.2925507647703
609,Natalie Fear,Skipper,28,-0.1324104405485799,0.47287240007051,-7.01585954310405,2.28539554949679e-12,2028,Connecticut College,CC-40.png,connecticut-college,-1683.4380813086898
610,Alden Coldreck,Skipper,25,-0.0781930534608998,0.509904593527894,-6.39999912736419,1.55377839655355e-10,2025,University of Rhode Island,URI-40.png,rhode-island,-1686.0998875054815
611,Jack Pryma,Skipper,26,-0.0989602397343096,0.502419618909852,-6.53667973200744,6.2899539488062e-11,2026,Georgetown University,GTN-40.png,georgetown,-1705.1793361981752
612,Yuri Berebitsky,Skipper,27,-0.4027784036148096,0.300774687628699,-11.9291098997025,8.34611152364192e-33,2027,Western Washington University,WWU-40.png,western-washington,-1707.8808701157163
613,Benjamin Luu,Skipper,27,0.3973413365848599,0.836611361732916,-3.33231735915842,0.000861259809596,2027,Boston University,BU-40.png,boston-university,-1715.151412029028
614,Emma Hershey,Skipper,27,-0.2432537414318099,0.412057053565912,-8.32032751755823,8.77205789291079e-17,2027,Ohio State University,OSU-40.png,ohio-state,-1722.6786435613558
615,Wilfred Hynes,Skipper,26,-0.5032176630409699,0.242696720035837,-15.1976242721902,3.66679832539294e-52,2026,Bentley University,BENT-40.png,bentley,-1734.525486189451
616,Noah Hubbard,Skipper,26,-0.41105190435673,0.309146425385089,-11.6328299770366,2.8063667369691603e-31,2026,Christopher Newport University,CNU-40.png,christopher-newport,-1749.543084868727
617,Charles Crowell,Skipper,28,-0.2952956792506498,0.395146609464049,-8.80810184383963,1.27282768904267e-18,2028,Northwestern University,NWU-40.png,northwestern,-1776.0311868934468
618,Jackson McKinley,Skipper,26,-0.4937344942061399,0.268349714626814,-13.7094626669491,8.91153439613712e-43,2026,University of Southern California,USC-40.png,southern-cal,-1792.518132292722
619,Neil Bunce,Skipper,25,-0.3855236416262797,0.340561289619963,-10.4848074358877,1.01452115730346e-25,2025,Clemson University,CLE-40.png,clemson,-1792.7311521124484
620,Max Harthorne,Skipper,28,-0.2707903393657598,0.421099483087978,-8.20705410080101,2.26681443512026e-16,2028,Williams College,WIL-40.png,williams,-1804.8791279954537
621,Michael Salvatore,Skipper,26,0.3408098643224502,0.830446567298458,-3.42512829583641,0.0006145091625047,2026,Tufts University,TUF-40.png,tufts,-1809.7199732504737
622,Cole Broberg,Skipper,25,-0.48265145107213,0.281838072955122,-13.0140236653292,1.01835541196756e-38,2025,Texas A&M University,TAMU-40.png,texas-am,-1810.817121009626
623,Zechariah Frantz,Skipper,25,-0.6465473032734699,0.174464806082952,-21.9628433347653,6.52835737769122e-107,2025,Embry-Riddle University,EMB-40.png,embry-riddle,-1816.4890247957958
624,Anna Kovacs,Skipper,25,-0.5994917008044798,0.212950779124666,-17.7725933500599,1.15237975719576e-70,2025,Northwestern University,NWU-40.png,northwestern,-1837.8357389829575
625,Will Brownie,Skipper,25,0.26016992480552,0.790340297641318,-3.7009703087145,0.0002147766090597,2025,Boston University,BU-40.png,boston-university,-1850.681043312914
626,Cole Abbott,Skipper,26,-0.5248698766037898,0.271907048173162,-13.6446105449892,2.1737167392334497e-42,2026,Northwestern University,NWU-40.png,northwestern,-1865.460897727066
627,Isaac Thompson,Skipper,27,-0.62503659102688,0.207463896671355,-18.3657617171788,2.46960369545147e-75,2027,Maine Maritime Academy,MMA-40.png,maine-maritime,-1872.4648720678251
628,James Leavitt,Skipper,27,-0.4812705854032297,0.303633956845101,-12.0752847397444,1.42669535667612e-33,2027,University of Chicago,CHI-40.png,chicago,-1873.4430413417624
629,Joshua Knowles,Skipper,26,-0.0622975974442496,0.59438029293234,-5.46366280345459,4.66409114296125e-08,2026,Jacksonville University,JAX-40.png,jacksonville,-1907.7360736855192
630,Gordon Fream,Skipper,25,-0.3588887702139098,0.39745809831537,-8.91687623272029,4.7962521939012e-19,2025,University of Michigan,MICH-40.png,michigan,-1910.1518353739298
631,Eva Leggett,Skipper,24,-0.2777293024700498,0.452180645251963,-7.65827825447297,1.88442259813946e-14,2024,SUNY Maritime College,NYM-40.png,ny-maritime,-1912.0005406959885
632,Zohar Almani,Skipper,28,-0.26230197251247,0.463860351311192,-7.43218915547333,1.06814900794451e-13,2028,Duke University,DUK-40.png,duke,-1916.184998958516
633,Julian Hill,Skipper,26,-0.1138728749455397,0.565894265308097,-5.82983249230491,5.54830420133605e-09,2026,Queen's University,QU-40.png,queen,-1925.4285458153706
634,Jake Demos,Skipper,27,0.0168817472342901,0.654532247591697,-4.84057762559431,1.29462272845507e-06,2027,Connecticut College,CC-40.png,connecticut-college,-1929.833248306511
635,catherine brennan,Skipper,26,-0.4116037745654597,0.368959552255004,-9.7484931688018,1.8722655496847002e-22,2026,University of South Florida,USF-40.png,south-florida,-1930.0862058959315
636,Zi Burns,Skipper,25,-0.5612671589973997,0.277070592153307,-13.5216914578976,1.16466770265795e-41,2025,Rollins College,ROL-40.png,rollins,-1953.7460944547202
637,Zach O'connor,Skipper,27,-0.13629082350635,0.561688309728457,-5.91339834946664,3.35120376556041e-09,2027,University of South Florida,USF-40.png,south-florida,-1957.6465761980708
638,Caz Doyle,Skipper,27,-0.17324386858375,0.541092256515546,-6.20677847132318,5.40817483519806e-10,2027,North Carolina State University,NCS-40.png,north-carolina-state,-1969.7645067141382
639,William Gear,Skipper,28,-0.3565223091761798,0.423394319318773,-8.36505840473085,6.00851552574897e-17,2028,University of Vermont,UVM-40.png,vermont,-1983.2275763086786
640,Joseph Cataldo,Skipper,28,-0.5249046321924697,0.311831162850173,-11.8977862842133,1.21528227726348e-32,2028,University of New Hampshire,UNH-40.png,new-hampshire,-1985.3027529354586
641,Jake Lacoche,Skipper,26,-0.6982107083067497,0.196951288374747,-19.7175994151115,1.52286876054417e-86,2026,University of New Hampshire,UNH-40.png,new-hampshire,-1987.2752817377404
642,Owen Gormely,Skipper,27,-0.6655390240117898,0.219860185413539,-17.5144713760952,1.1111326955952e-68,2027,San Diego State University,SDSU-40.png,san-diego-state,-1990.6586042641966
643,Jack Whitman,Skipper,27,-0.3134622663730897,0.460073338601617,-7.60456621364717,2.85861085699677e-14,2027,Northeastern University,NU-40.png,northeastern,-2007.1445485510303
644,Owen Warren,Skipper,28,-0.2387046626008797,0.510881013079181,-6.70195304797291,2.0565212223753e-11,2028,Bowdoin College,BOW-40.png,bowdoin,-2010.0523644393024
645,Rakesh Dhiman,Skipper,26,-0.74083708312974,0.182164434391811,-21.5521377506764,5.0557994540276e-103,2026,University of Saint Thomas,STT-40.png,saint-thomas,-2028.167469434913
646,Charlie Bergendahl,Skipper,28,-0.1905463628179999,0.549813259499358,-6.13979783981286,8.2626565944904e-10,2028,Clemson University,CLE-40.png,clemson,-2030.5325041340739
647,Charlie Bergendahl,Skipper,28,-0.1905463628179999,0.549813259499358,-6.13979783981286,8.2626565944904e-10,2028,Clemson University,CLE-40.png,clemson,-2030.5325041340739
648,Sonja Krajewski,Skipper,26,-0.6982374423215001,0.213182661322927,-18.2164596237756,3.820908505345701e-74,2026,University of New Hampshire,UNH-40.png,new-hampshire,-2036.0228686117812
649,Robert Upton,Skipper,27,-0.49183534357662,0.355254395727882,-10.3504173008172,4.16665702568498e-25,2027,Fordham University,FRD-40.png,fordham,-2049.4338743368858
650,Elizabeth Heckler,Skipper,26,-0.1450535088575999,0.587436538569161,-5.66912200784414,1.43531132824938e-08,2026,Virginia Tech,VT-40.png,virginia-tech,-2052.416633422683
651,Rowan Clinch,Skipper,27,-0.70822193359668,0.215558452412863,-18.062004946557,6.34747064592876e-73,2027,University of Oregon,OR-40.png,oregon,-2063.119224431949
652,Emily Williams,Skipper,25,-0.7742467996851197,0.179665269494626,-22.0378858472709,1.24831633027068e-107,2025,Ohio State University,OSU-40.png,ohio-state,-2087.4894078541174
653,Camden Hom,Skipper,26,-0.5912407525063199,0.302449099748519,-12.4861891002584,8.880654723227349e-36,2026,The Citadel,CIT-40.png,citadel,-2089.828804258197
654,Ethan Homberger,Skipper,25,0.8475717710273001,1.26408866915491,-1.8492564534196,0.0644207905044167,2025,College of Charleston,COC-40.png,charleston,-2097.1224654101297
655,Grant Smith,Skipper,28,-0.4539775953606098,0.398898412149823,-9.12305836441981,7.30336164651166e-20,2028,Northeastern University,NU-40.png,northeastern,-2104.6504271706885
656,Robert Finora,Skipper,27,-0.1335854570201298,0.613756476588466,-5.4073260059495,6.39726389904601e-08,2027,U. S. Merchant Marine Academy,KP-40.png,kings-point,-2108.4403438056574
657,Walter Roou,Skipper,25,-0.4184895858297,0.423913759752422,-8.50098729536633,1.87984946544522e-17,2025,Christopher Newport University,CNU-40.png,christopher-newport,-2108.720450916666
658,Caroline Henry,Skipper,27,-0.7487279376189098,0.207261097942002,-18.9805220412195,2.47128323205354e-80,2027,Hope College,HOP-40.png,hope,-2119.2391690638256
659,Nok In Chan,Skipper,24,-0.4428426253000399,0.413408997655437,-8.7759060543731,1.69533313576932e-18,2025,Purdue University,PUR-40.png,purdue,-2125.9122435663908
660,Sarra Guezguez,Skipper,27,-0.3749012126061997,0.461363246487293,-7.71647316917533,1.19592737914962e-14,2027,Harvard University,HAR-40.png,harvard,-2133.8921646742783
661,Callie Davis,Skipper,28,-0.4094905529111399,0.444714579238823,-8.08313156546488,6.31244587727477e-16,2028,University of Michigan,MICH-40.png,michigan,-2153.124843538749
662,May Proctor,Skipper,27,-0.7458622233730199,0.221069721844439,-17.7819833975085,9.74700205582923e-71,2027,University of North Carolina,UNC-40.png,north-carolina,-2154.9336122793566
663,Victoria Chen,Skipper,25,-0.68236888157697,0.266499391584051,-14.512471337158,1.01014562330175e-47,2025,University of California at Berkeley,CAL-40.png,berkeley,-2164.2359379060927
664,Brett Tardie,Skipper,25,-0.75277106285463,0.221999076573868,-17.7386637088147,2.10890794776285e-70,2025,Bentley University,BENT-40.png,bentley,-2171.539355430864
665,Felix Nusbaum,Skipper,25,-0.8396549787620002,0.164541789255054,-24.4609645801272,3.84703951429497e-132,2025,Williams College,WIL-40.png,williams,-2172.9353252891624
666,Viola Henry,Skipper,26,-0.63068607140693,0.305058786251684,-12.5086774862315,6.692925530566539e-36,2026,Connecticut College,CC-40.png,connecticut-college,-2176.548501568912
667,Calvin Blaser,Skipper,25,-0.1680517983453797,0.615398303176673,-5.44890631188388,5.06804995494247e-08,2025,Western Washington University,WWU-40.png,western-washington,-2182.2985062207786
668,Alex Day,Skipper,24,-0.5354303189065197,0.375284109580454,-9.91415869758671,3.61287288575739e-23,2024,Purdue University,PUR-40.png,purdue,-2196.7129665544016
669,Zach Brennan,Skipper,27,0.1875763591357402,0.859630557599502,-3.48710212139463,0.0004882848700556,2027,University of Hawaii,UH-40.png,hawaii,-2203.7389545270257
670,Josh Elliott,Skipper,29,0.0989845505765503,0.801563458141918,-3.8502395764574,0.0001180023416024,2029,Rochester Institute of Technology,RIT-40.png,rochester,-2206.721273272653
671,Oscar Gilroy,Skipper,27,-0.2171258685487798,0.590863367340357,-5.75822086249856,8.500508900788371e-09,2027,U. S. Merchant Marine Academy,KP-40.png,kings-point,-2206.8418391186306
672,Dylan Flack,Skipper,27,0.1294442881939499,0.822813374955421,-3.71378456521592,0.0002041826310045,2027,Wake Forest University,WFU-40.png,wake-forest,-2209.551548478363
673,Lucas Wiatrowski,Skipper,27,-0.7498261125339098,0.237708299477774,-16.553995049123,1.49822241119177e-61,2027,University of New Hampshire,UNH-40.png,new-hampshire,-2212.7771235011414
674,Henry Parker,Skipper,26,-0.8143544468846997,0.20085920132664,-19.9122087543164,3.18938675682707e-88,2026,The Citadel,CIT-40.png,citadel,-2231.286497749319
675,Gabriel Gargiulo,Skipper,25,-0.39101938108411,0.485647807587695,-7.36380402704682,1.78742044307875e-13,2025,Cal Poly University S.L.O.,SLO-40.png,cal-poly,-2238.982184931305
676,Gail Schneider,Skipper,25,0.5616358799568499,1.12127764516157,-2.33979517162472,0.0192943183599802,2025,Christopher Newport University,CNU-40.png,christopher-newport,-2240.56117557101
677,Samantha Forgosh,Skipper,26,-0.5808879296882701,0.364453711972124,-10.3335038336307,4.97108751508226e-25,2026,Northwestern University,NWU-40.png,northwestern,-2255.136995292912
678,James Frady,Skipper,28,-0.7221006133474899,0.284896553639953,-13.7147903812206,8.280535430569e-43,2028,University of New Hampshire,UNH-40.png,new-hampshire,-2298.890887614839
679,Tucker Parks,Skipper,25,-0.72246295354423,0.288112078041227,-13.5629817405353,6.638177138941849e-42,2025,North Carolina State University,NCS-40.png,north-carolina-state,-2309.262141212141
680,Jack Schultz,Skipper,27,-0.6710625911557,0.324102636480246,-11.8982632575633,1.20835725289119e-32,2027,Vanderbilt University,VAN-40.png,vanderbilt,-2314.4330917521384
681,Alexander Turloff,Skipper,27,-0.5333379263918299,0.417870648625835,-8.89876768989837,5.64701506008762e-19,2027,Western Washington University,WWU-40.png,western-washington,-2320.2877986611647
682,Eva Paschke,Skipper,25,-0.4550979190193098,0.470773515197581,-7.73257989597847,1.05388634983441e-14,2025,Marquette University,MRQ-40.png,marquette,-2322.5163836313627
683,Anna Robertson,Skipper,28,-0.4776254693144199,0.460165501067511,-7.95979133805962,1.7232964680811302e-15,2028,Fordham University,FRD-40.png,fordham,-2335.7474418313727
684,Anna Robertson,Skipper,28,-0.4776254693144199,0.460165501067511,-7.95979133805962,1.7232964680811302e-15,2028,Fordham University,FRD-40.png,fordham,-2335.7474418313727
685,Nicholas David,Skipper,26,-0.7233346528071101,0.302700831424155,-12.9121896843652,3.84217505770558e-38,2026,Boston University,BU-40.png,boston-university,-2354.771799886685
686,Berkley Yiu,Skipper,25,-0.76188189072227,0.298916525555726,-13.2046155144509,8.251997503996909e-40,2025,Princeton University,PRN-40.png,princeton,-2420.513358111718
